Interval=	0.01 s
ExcelDateTime=	4.5855649139942347e+04	07/17/25 15:34:45.691019
TimeFormat=	StartOfBlock
DateFormat=	
ChannelTitle=	PushSWE	Flow	EMG	Pressure	Flow BIS	Inspi cyclic	Expi cyclic	L/m -> L/s	VolumeResp
Range=	10.000 V	500.0 mV	100.00 mV	100.00 mV	64.18 L/min	1.1000 	1.1000 	1.07 L/s	1.00 L/s.s
UnitName=	*		*	cmH2O	*	*	*	*	*
TopValue=	*	148.52	*	3523.71	*	*	*	*	*
BottomValue=	*	-163.55	*	-3491.41	*	*	*	*	*
28.03	3.202227	-44.41709	-0.03335938	12.93185	-44.41709	1.469056e-08	1.469056e-08	-0.7402849	0.2383918
28.04	3.202234	-43.44168	0.4971875	12.90729	-43.44168	1.469056e-08	1.469056e-08	-0.7240281	0.2310735
28.05	3.202266	-42.53983	-0.04171875	12.87887	-42.53983	1.469056e-08	1.469056e-08	-0.7089972	0.2239114
28.06	3.202281	-41.72658	0.4984375	12.84836	-41.72658	1.469056e-08	1.469056e-08	-0.6954429	0.2168919
28.07	3.20218	-40.96624	-0.03726563	12.812	-40.96624	1.469056e-08	1.469056e-08	-0.6827707	0.2100032
28.08	3.202274	-40.27518	0.4985938	12.77215	-40.27518	1.469056e-08	1.469056e-08	-0.671253	0.2032353
28.09	3.202406	-39.62299	-0.04	12.7273	-39.62299	1.469056e-08	1.469056e-08	-0.6603832	0.1965791
28.1	3.202109	-39.02467	0.4903906	12.67925	-39.02466	1.469056e-08	1.469056e-08	-0.6504111	0.190027
28.11	3.202148	-38.45475	-0.04554687	12.62687	-38.45475	1.469056e-08	1.469056e-08	-0.6409125	0.183572
28.12	3.202453	-37.9264	0.4964844	12.5715	-37.9264	1.469056e-08	1.469056e-08	-0.6321066	0.1772085
28.13	3.202109	-37.41876	-0.04671875	12.512	-37.41876	1.469056e-08	1.469056e-08	-0.623646	0.1709311
28.14	3.20232	-36.94311	0.4969531	12.44972	-36.9431	1.469056e-08	1.469056e-08	-0.6157184	0.1647356
28.15	3.202406	-36.48166	-0.0440625	12.38353	-36.48166	1.469056e-08	1.469056e-08	-0.6080277	0.158618
28.16	3.202133	-36.04378	0.4932813	12.31495	-36.04378	1.469056e-08	1.469056e-08	-0.6007297	0.1525754
28.17	3.202297	-35.61421	-0.04835938	12.24303	-35.61421	1.469056e-08	1.469056e-08	-0.5935702	0.1466049
28.18	3.202219	-35.20123	0.4913281	12.16949	-35.20123	1.469056e-08	1.469056e-08	-0.5866871	0.1407047
28.19	3.202219	-34.79216	-0.04234375	12.09373	-34.79216	1.469056e-08	1.469056e-08	-0.5798693	0.1348728
28.2	3.202242	-34.3946	0.4998437	12.01782	-34.39461	1.469056e-08	1.469056e-08	-0.5732434	0.1291083
28.21	3.202375	-33.99828	-0.0409375	11.94161	-33.99828	1.469056e-08	1.469056e-08	-0.566638	0.1234097
28.22	3.202219	-33.61058	0.4905469	11.86761	-33.61059	1.469056e-08	1.469056e-08	-0.5601764	0.1177765
28.23	3.202227	-33.22366	-0.04757813	11.79613	-33.22366	1.469056e-08	1.469056e-08	-0.5537277	0.1122078
28.24	3.20218	-32.84495	0.4885938	11.72984	-32.84495	1.469056e-08	1.469056e-08	-0.5474158	0.106703
28.25	3.202328	-32.46871	-0.05039063	11.66914	-32.46871	1.469056e-08	1.469056e-08	-0.5411452	0.101261
28.26	3.202398	-32.10229	0.4898438	11.61631	-32.10229	1.469056e-08	1.469056e-08	-0.5350382	0.09588105
28.27	3.202203	-31.74147	-0.04804688	11.5712	-31.74147	1.469056e-08	1.469056e-08	-0.5290245	0.09056152
28.28	3.202187	-31.39307	0.49375	11.53507	-31.39307	1.469056e-08	1.469056e-08	-0.5232179	0.08530127
28.29	3.202352	-31.05335	-0.05007812	11.50679	-31.05335	1.469056e-08	1.469056e-08	-0.5175559	0.08009818
28.3	3.124578	-30.72736	0.4942969	11.48639	-30.72736	1.469056e-08	1.469056e-08	-0.5121226	0.07495072
28.31	3.121266	-30.41043	-0.04515625	11.47187	-30.41043	1.469056e-08	1.469056e-08	-0.5068405	0.06985661
28.32	3.063133	-30.10488	0.4936719	11.46231	-30.10488	1.469056e-08	1.469056e-08	-0.501748	0.06481452
28.33	3.202	-29.80486	-0.04601563	11.45547	-29.80486	1.469056e-08	1.469056e-08	-0.4967477	0.05982265
28.34	3.202	-29.51055	0.5019531	11.45009	-29.51055	1.469056e-08	1.469056e-08	-0.4918424	0.05488044
28.35	3.202375	-29.21606	-0.03882813	11.44437	-29.21606	1.469056e-08	1.469056e-08	-0.4869343	0.04998707
28.36	3.20207	-28.92089	0.4961719	11.43731	-28.92089	1.469056e-08	1.469056e-08	-0.4820148	0.045143
28.37	3.202297	-28.62092	-0.03828125	11.42792	-28.62092	1.469056e-08	1.469056e-08	-0.4770154	0.04034831
28.38	3.20225	-28.3171	0.49875	11.4157	-28.3171	1.469056e-08	1.469056e-08	-0.4719517	0.03560414
28.39	3.202211	-28.0085	-0.04492188	11.40042	-28.0085	1.469056e-08	1.469056e-08	-0.4668084	0.03091084
28.4	3.202211	-27.6981	0.4992969	11.38198	-27.6981	1.469056e-08	1.469056e-08	-0.461635	0.02626935
28.41	3.20243	-27.3874	-0.04742188	11.36065	-27.3874	1.469056e-08	1.469056e-08	-0.4564567	0.02167946
28.42	3.202117	-27.07998	0.4878125	11.33648	-27.07998	1.469056e-08	1.469056e-08	-0.451333	0.01714131
28.43	3.202172	-26.77777	-0.04023438	11.3099	-26.77777	1.469056e-08	1.469056e-08	-0.4462962	0.01265379
28.44	3.202274	-26.48273	0.4960938	11.28094	-26.48274	1.469056e-08	1.469056e-08	-0.4413789	0.008216226
28.45	3.202367	-26.19518	-0.04070312	11.25001	-26.19518	1.469056e-08	1.469056e-08	-0.4365864	0.003827
28.46	3.202039	-25.91381	0.4996875	11.21714	-25.91381	1.469056e-08	1.469056e-08	-0.4318969	-0.000514656
28.47	3.202125	-25.6369	-0.03570313	11.18277	-25.6369	1.469056e-08	1.469056e-08	-0.4272818	-0.004810034
28.48	3.202398	-25.36051	0.5001563	11.14698	-25.36051	1.469056e-08	1.469056e-08	-0.4226752	-0.009059152
28.49	3.202227	-25.08265	-0.04617187	11.1103	-25.08265	1.469056e-08	1.469056e-08	-0.4180442	-0.01326232
28.5	3.202062	-24.79892	0.4958594	11.0729	-24.79892	1.469056e-08	1.469056e-08	-0.4133153	-0.01741852
28.51	3.20243	-24.5091	-0.0421875	11.03541	-24.5091	1.469056e-08	1.469056e-08	-0.408485	-0.02152712
28.52	3.20207	-24.21015	0.4924219	10.99807	-24.21015	1.469056e-08	1.469056e-08	-0.4035025	-0.02558645
28.53	3.202187	-23.90466	-0.04585938	10.9615	-23.90466	1.469056e-08	1.469056e-08	-0.3984109	-0.02959557
28.54	3.202391	-23.59172	0.4951562	10.92589	-23.59172	1.469056e-08	1.469056e-08	-0.3931953	-0.03355293
28.55	3.202062	-23.27647	-0.04351563	10.89172	-23.27647	1.469056e-08	1.469056e-08	-0.3879412	-0.03745807
28.56	3.202406	-22.95934	0.4928125	10.85896	-22.95934	1.469056e-08	1.469056e-08	-0.3826557	-0.04131029
28.57	3.20218	-22.64631	-0.0390625	10.82788	-22.64631	1.469056e-08	1.469056e-08	-0.3774385	-0.04511014
28.58	3.202148	-22.3374	0.4978125	10.79818	-22.3374	1.469056e-08	1.469056e-08	-0.3722899	-0.04885796
28.59	3.202406	-22.03792	-0.04	10.76998	-22.03792	1.469056e-08	1.469056e-08	-0.3672986	-0.05255524
28.6	3.20232	-21.74614	0.50375	10.74284	-21.74614	1.469056e-08	1.469056e-08	-0.3624356	-0.05620308
28.61	3.202101	-21.46602	-0.04023438	10.71686	-21.46602	1.469056e-08	1.469056e-08	-0.357767	-0.05980345
28.62	3.202352	-21.1937	0.50625	10.69161	-21.1937	1.469056e-08	1.469056e-08	-0.3532283	-0.06335765
28.63	3.20218	-20.93208	-0.034375	10.66736	-20.93208	1.469056e-08	1.469056e-08	-0.348868	-0.06686755
28.64	3.202172	-20.67575	0.5047656	10.64387	-20.67575	1.469056e-08	1.469056e-08	-0.3445958	-0.07033417
28.65	3.202141	-20.42747	-0.03585938	10.62163	-20.42747	1.469056e-08	1.469056e-08	-0.3404579	-0.07375891
28.66	3.202359	-20.18122	0.5038281	10.6006	-20.18122	1.469056e-08	1.469056e-08	-0.3363536	-0.07714235
28.67	3.202344	-19.94037	-0.03382812	10.58135	-19.94037	1.469056e-08	1.469056e-08	-0.3323395	-0.08048533
28.68	3.202008	-19.6992	0.498125	10.56388	-19.6992	1.469056e-08	1.469056e-08	-0.32832	-0.08378805
28.69	3.202344	-19.46216	-0.03125	10.54865	-19.46216	1.469056e-08	1.469056e-08	-0.3243693	-0.08705103
28.7	3.20232	-19.22435	0.5042969	10.53543	-19.22435	1.469056e-08	1.469056e-08	-0.3204058	-0.09027433
28.71	3.202062	-18.99121	-0.03039063	10.5244	-18.99121	1.469056e-08	1.469056e-08	-0.3165202	-0.09345849
28.72	3.202336	-18.75857	0.5	10.51495	-18.75857	1.469056e-08	1.469056e-08	-0.3126429	-0.09660373
28.73	3.202305	-18.53244	-0.03523437	10.50693	-18.53244	1.469056e-08	1.469056e-08	-0.308874	-0.09971081
28.74	3.202133	-18.30916	0.4990625	10.49951	-18.30916	1.469056e-08	1.469056e-08	-0.3051527	-0.1027804
28.75	3.202313	-18.0951	-0.03195313	10.49241	-18.0951	1.469056e-08	1.469056e-08	-0.301585	-0.1058135
28.76	3.202203	-17.88671	0.5035937	10.48479	-17.88671	1.469056e-08	1.469056e-08	-0.2981118	-0.1088114
28.77	3.202141	-17.69014	-0.0296875	10.47657	-17.69014	1.469056e-08	1.469056e-08	-0.2948357	-0.1117757
28.78	3.202352	-17.501	0.5109375	10.4672	-17.501	1.469056e-08	1.469056e-08	-0.2916833	-0.1147077
28.79	3.202313	-17.32442	-0.03132812	10.45697	-17.32442	1.469056e-08	1.469056e-08	-0.2887403	-0.1176093
28.8	3.202141	-17.15425	0.5075781	10.44571	-17.15425	1.469056e-08	1.469056e-08	-0.2859042	-0.1204821
28.81	3.202234	-16.99402	-0.0375	10.434	-16.99402	1.469056e-08	1.469056e-08	-0.2832337	-0.1233273
28.82	3.202445	-16.83554	0.509375	10.42179	-16.83554	1.469056e-08	1.469056e-08	-0.2805923	-0.1261461
28.83	3.20225	-16.68077	-0.03554687	10.40963	-16.68077	1.469056e-08	1.469056e-08	-0.2780128	-0.1289388
28.84	3.202055	-16.52032	0.5035156	10.3972	-16.52032	1.469056e-08	1.469056e-08	-0.2753386	-0.1317053
28.85	3.202227	-16.35577	-0.0321875	10.38473	-16.35577	1.469056e-08	1.469056e-08	-0.2725962	-0.1344448
28.86	3.202422	-16.17861	0.5097656	10.37144	-16.17861	1.469056e-08	1.469056e-08	-0.2696435	-0.1371558
28.87	3.20225	-15.99193	-0.03773437	10.35727	-15.99193	1.469056e-08	1.469056e-08	-0.2665321	-0.1398364
28.88	3.202101	-15.79046	0.4996094	10.34123	-15.79046	1.469056e-08	1.469056e-08	-0.2631743	-0.1424847
28.89	3.202305	-15.5805	-0.04078125	10.3233	-15.5805	1.469056e-08	1.469056e-08	-0.2596749	-0.1450986
28.9	3.202422	-15.36128	0.4977344	10.30288	-15.36128	1.469056e-08	1.469056e-08	-0.2560213	-0.1476767
28.91	3.20207	-15.14243	-0.03742188	10.2805	-15.14243	1.469056e-08	1.469056e-08	-0.2523739	-0.1502182
28.92	3.091281	-14.92662	0.5011719	10.25635	-14.92662	1.469056e-08	1.469056e-08	-0.2487769	-0.1527234
28.93	3.124562	-14.72478	-0.03601562	10.23169	-14.72478	1.469056e-08	1.469056e-08	-0.245413	-0.1551937
28.94	3.118976	-14.53995	0.499375	10.20743	-14.53994	1.469056e-08	1.469056e-08	-0.2423324	-0.1576318
28.95	3.202094	-14.38118	-0.03148437	10.18522	-14.38118	1.469056e-08	1.469056e-08	-0.2396863	-0.1600411
28.96	3.201945	-14.24849	0.5057813	10.16605	-14.24849	1.469056e-08	1.469056e-08	-0.2374749	-0.1624263
28.97	3.202086	-14.14639	-0.03515625	10.15127	-14.14639	1.469056e-08	1.469056e-08	-0.2357731	-0.1647919
28.98	3.202414	-14.07023	0.5072656	10.14121	-14.07023	1.469056e-08	1.469056e-08	-0.2345038	-0.1671428
28.99	3.202266	-14.01939	-0.03734375	10.13631	-14.01939	1.469056e-08	1.469056e-08	-0.2336565	-0.1694832
29	3.202	-13.98577	0.5042188	10.13594	-13.98577	1.469056e-08	1.469056e-08	-0.2330962	-0.1718167
29.01	3.202219	-13.9656	-0.02976562	10.13958	-13.9656	1.469056e-08	1.469056e-08	-0.2327601	-0.1741458
29.02	3.202383	-13.95056	0.5105469	10.14605	-13.95056	1.469056e-08	1.469056e-08	-0.2325093	-0.176472
29.03	3.202172	-13.93698	-0.04101562	10.15445	-13.93699	1.469056e-08	1.469056e-08	-0.2322831	-0.178796
29.04	3.202156	-13.91955	0.4982812	10.16372	-13.91955	1.469056e-08	1.469056e-08	-0.2319924	-0.1811174
29.05	3.202141	-13.89716	-0.0409375	10.17326	-13.89716	1.469056e-08	1.469056e-08	-0.2316193	-0.1834355
29.06	3.202445	-13.86869	0.4999219	10.18266	-13.86869	1.469056e-08	1.469056e-08	-0.2311448	-0.1857493
29.07	3.202141	-13.83595	-0.0384375	10.19183	-13.83595	1.469056e-08	1.469056e-08	-0.2305992	-0.188058
29.08	3.202125	-13.80075	0.4995313	10.2009	-13.80075	1.469056e-08	1.469056e-08	-0.2300126	-0.190361
29.09	3.202266	-13.76614	-0.0390625	10.21002	-13.76614	1.469056e-08	1.469056e-08	-0.2294357	-0.1926582
29.1	3.20225	-13.73415	0.4963281	10.21942	-13.73415	1.469056e-08	1.469056e-08	-0.2289025	-0.1949497
29.11	3.202086	-13.7066	-0.049375	10.22901	-13.7066	1.469056e-08	1.469056e-08	-0.2284433	-0.1972364
29.12	3.202336	-13.68335	0.4965625	10.23866	-13.68335	1.469056e-08	1.469056e-08	-0.2280558	-0.1995187
29.13	3.202274	-13.66347	-0.0559375	10.24786	-13.66347	1.469056e-08	1.469056e-08	-0.2277246	-0.2017976
29.14	3.201953	-13.64418	0.4925781	10.25617	-13.64418	1.469056e-08	1.469056e-08	-0.2274031	-0.2040732
29.15	3.202422	-13.62222	-0.03992187	10.26292	-13.62222	1.469056e-08	1.469056e-08	-0.2270371	-0.2063454
29.16	3.202274	-13.5937	0.4946094	10.26776	-13.5937	1.469056e-08	1.469056e-08	-0.2265618	-0.2086135
29.17	3.202094	-13.55491	-0.04523438	10.27032	-13.55491	1.469056e-08	1.469056e-08	-0.2259152	-0.2108759
29.18	3.202305	-13.50313	0.4921875	10.27071	-13.50313	1.469056e-08	1.469056e-08	-0.2250522	-0.2131309
29.19	3.202227	-13.43633	-0.0390625	10.26911	-13.43633	1.469056e-08	1.469056e-08	-0.2239388	-0.2153759
29.2	3.202023	-13.35459	0.4967187	10.26608	-13.35459	1.469056e-08	1.469056e-08	-0.2225764	-0.2176085
29.21	3.202274	-13.2587	-0.03851562	10.26214	-13.2587	1.469056e-08	1.469056e-08	-0.2209784	-0.2198262
29.22	3.202375	-13.15159	0.5027344	10.25788	-13.1516	1.469056e-08	1.469056e-08	-0.2191932	-0.222027
29.23	3.202187	-13.03639	-0.0378125	10.25366	-13.03639	1.469056e-08	1.469056e-08	-0.2172732	-0.2242092
29.24	3.202109	-12.91732	0.4980469	10.2497	-12.91732	1.469056e-08	1.469056e-08	-0.2152886	-0.2263718
29.25	3.202234	-12.79808	-0.03859375	10.2459	-12.79809	1.469056e-08	1.469056e-08	-0.2133014	-0.2285144
29.26	3.202258	-12.68221	0.4958594	10.24206	-12.68221	1.469056e-08	1.469056e-08	-0.2113702	-0.2306375
29.27	3.202195	-12.57226	-0.04640625	10.23784	-12.57226	1.469056e-08	1.469056e-08	-0.2095377	-0.2327417
29.28	3.202078	-12.46982	0.4976563	10.23296	-12.46982	1.469056e-08	1.469056e-08	-0.2078303	-0.2348283
29.29	3.202352	-12.37552	-0.04164062	10.22729	-12.37552	1.469056e-08	1.469056e-08	-0.2062587	-0.2368984
29.3	3.202172	-12.28908	0.490625	10.22091	-12.28908	1.469056e-08	1.469056e-08	-0.2048181	-0.2389535
29.31	3.202055	-12.20957	-0.03859375	10.21428	-12.20957	1.469056e-08	1.469056e-08	-0.2034928	-0.2409948
29.32	3.202359	-12.13578	0.5071094	10.20799	-12.13578	1.469056e-08	1.469056e-08	-0.202263	-0.2430233
29.33	3.202016	-12.06613	-0.04101562	10.20298	-12.06613	1.469056e-08	1.469056e-08	-0.2011022	-0.2450399
29.34	3.20225	-11.99958	0.5017969	10.20002	-11.99958	1.469056e-08	1.469056e-08	-0.1999931	-0.2470453
29.35	3.202352	-11.93461	-0.04242187	10.20002	-11.93461	1.469056e-08	1.469056e-08	-0.1989102	-0.2490396
29.36	3.201977	-11.87085	0.4997656	10.20336	-11.87085	1.469056e-08	1.469056e-08	-0.1978475	-0.2510233
29.37	3.202258	-11.80712	-0.03921875	10.2103	-11.80712	1.469056e-08	1.469056e-08	-0.1967853	-0.2529963
29.38	3.202297	-11.74368	0.5017188	10.22038	-11.74368	1.469056e-08	1.469056e-08	-0.1957279	-0.2549588
29.39	3.202062	-11.67965	-0.04203125	10.23291	-11.67965	1.469056e-08	1.469056e-08	-0.1946608	-0.2569105
29.4	3.202203	-11.61573	0.5010938	10.24664	-11.61573	1.469056e-08	1.469056e-08	-0.1935954	-0.2588517
29.41	3.202359	-11.55135	-0.0359375	10.26018	-11.55135	1.469056e-08	1.469056e-08	-0.1925226	-0.2607821
29.42	3.202187	-11.48763	0.4978906	10.27212	-11.48763	1.469056e-08	1.469056e-08	-0.1914605	-0.2627019
29.43	3.202109	-11.42478	-0.03609375	10.28113	-11.42478	1.469056e-08	1.469056e-08	-0.190413	-0.2646112
29.44	3.202156	-11.36418	0.5011719	10.28639	-11.36418	1.469056e-08	1.469056e-08	-0.189403	-0.2665101
29.45	3.202297	-11.30705	-0.03960938	10.28743	-11.30705	1.469056e-08	1.469056e-08	-0.1884509	-0.2683992
29.46	3.202266	-11.25436	0.5003906	10.28464	-11.25436	1.469056e-08	1.469056e-08	-0.1875727	-0.2702791
29.47	3.202109	-11.20866	-0.04429688	10.27859	-11.20866	1.469056e-08	1.469056e-08	-0.1868109	-0.2721508
29.48	3.202344	-11.17213	0.5064844	10.27067	-11.17213	1.469056e-08	1.469056e-08	-0.1862022	-0.2740156
29.49	3.202359	-11.15164	-0.04109375	10.26157	-11.15164	1.469056e-08	1.469056e-08	-0.1858606	-0.2758756
29.5	3.201953	-11.15564	0.4967969	10.25217	-11.15564	1.469056e-08	1.469056e-08	-0.1859274	-0.2777342
29.51	3.202281	-11.19351	-0.0371875	10.24165	-11.19351	1.469056e-08	1.469056e-08	-0.1865585	-0.2795961
29.52	3.202227	-11.27793	0.501875	10.22865	-11.27793	1.469056e-08	1.469056e-08	-0.1879654	-0.2814683
29.53	3.202109	-11.40316	-0.03820313	10.21094	-11.40316	1.469056e-08	1.469056e-08	-0.1900527	-0.283358
29.54	3.124312	-11.57081	0.5026563	10.18525	-11.57081	1.469056e-08	1.469056e-08	-0.1928469	-0.2852725
29.55	3.064531	-11.72853	-0.03640625	10.15218	-11.72853	1.469056e-08	1.469056e-08	-0.1954755	-0.2872148
29.56	3.124555	-11.84556	0.5099219	10.11039	-11.84556	1.469056e-08	1.469056e-08	-0.1974261	-0.2891808
29.57	3.202	-11.7962	-0.03390625	10.07137	-11.79621	1.469056e-08	1.469056e-08	-0.1966034	-0.2911537
29.58	3.201953	-11.51071	0.5051562	10.04129	-11.51071	1.469056e-08	1.469056e-08	-0.1918452	-0.2930997
29.59	3.20207	-10.79671	-0.04023438	10.04989	-10.79671	1.469056e-08	1.469056e-08	-0.1799452	-0.2949639
29.6	3.202391	-9.575489	0.4961719	10.11304	-9.575489	1.469056e-08	1.469056e-08	-0.1595915	-0.2966672
29.61	3.202242	-7.642239	-0.03851562	10.27889	-7.642239	1.469056e-08	1.469056e-08	-0.1273706	-0.2981085
29.62	3.202055	-4.973818	0.4982812	10.56709	-4.973818	1.469056e-08	1.469056e-08	-0.08289697	-0.2991651
29.63	3.202274	-1.43326	-0.04148437	11.03355	-1.43326	0.02499999	1.469056e-08	-0.02388767	-0.2547379	#* INSPI 
29.64	3.202297	2.881857	0.4994531	11.68757	2.881857	1.469056e-08	1.469056e-08	0.04803095	0.0001879657
29.65	3.202164	7.98341	-0.04195313	12.57527	7.983409	1.469056e-08	1.469056e-08	0.1330568	0.00109415
29.66	3.202133	13.63341	0.5025781	13.67998	13.63341	1.469056e-08	1.469056e-08	0.2272235	0.002900724
29.67	3.202297	19.72625	-0.03203125	15.02324	19.72625	1.469056e-08	1.469056e-08	0.3287709	0.005689165
29.68	3.202062	25.93268	0.5110938	16.55511	25.93268	1.469056e-08	1.469056e-08	0.4322113	0.009506667
29.69	3.202023	32.10438	-0.0375	18.27009	32.10438	1.469056e-08	1.469056e-08	0.5350731	0.01435865
29.7	3.202344	37.91575	0.5014062	20.09146	37.91576	1.469056e-08	1.469056e-08	0.6319293	0.02021154
29.71	3.202078	43.27377	-0.0428125	21.99885	43.27377	1.469056e-08	1.469056e-08	0.7212295	0.02699661
29.72	3.201977	47.94393	0.4988281	23.90648	47.94393	1.469056e-08	1.469056e-08	0.7990655	0.03461724
29.73	3.202187	51.95008	-0.03703125	25.79872	51.95008	1.469056e-08	1.469056e-08	0.8658346	0.04296032
29.74	3.202078	55.18409	0.5040625	27.60019	55.18409	1.469056e-08	1.469056e-08	0.9197348	0.05190465
29.75	3.201992	57.78119	-0.04148437	29.31539	57.78119	1.469056e-08	1.469056e-08	0.9630199	0.0613329
29.76	3.202383	59.73466	0.5035156	30.89075	59.73466	1.469056e-08	1.469056e-08	0.9955777	0.0711375
29.77	3.202039	61.23274	-0.04007812	32.35448	61.23274	1.469056e-08	1.469056e-08	1.020546	0.08122733
29.78	3.202117	62.31348	0.5148438	33.67479	62.31348	1.469056e-08	1.469056e-08	1.038558	0.09152964
29.79	3.202313	63.14986	-0.02820312	34.89554	63.14986	1.469056e-08	1.469056e-08	1.052498	0.1019897
29.8	3.202078	63.77608	0.5057031	35.99905	63.77608	1.469056e-08	1.469056e-08	1.062935	0.1125703
29.81	3.201961	64.30985	-0.03289062	37.03226	64.30985	1.469056e-08	1.469056e-08	1.071831	0.1232463
29.82	3.202234	64.76119	0.5083594	37.98286	64.76119	1.469056e-08	1.469056e-08	1.079353	0.1340039
29.83	3.202219	65.19026	-0.03554687	38.89128	65.19026	1.469056e-08	1.469056e-08	1.086504	0.1448343
29.84	3.201961	65.58866	0.5080469	39.7455	65.58866	1.469056e-08	1.469056e-08	1.093144	0.1557338
29.85	3.202008	65.9809	-0.03273438	40.57606	65.9809	1.469056e-08	1.469056e-08	1.099682	0.1666987
29.86	3.202242	66.35658	0.506875	41.37073	66.35658	1.469056e-08	1.469056e-08	1.105943	0.1777279
29.87	3.202219	66.72836	-0.03757812	42.15176	66.72836	1.469056e-08	1.469056e-08	1.112139	0.1888191
29.88	3.201984	67.09398	0.4998437	42.90861	67.09399	1.469056e-08	1.469056e-08	1.118233	0.1999718
29.89	3.202133	67.46379	-0.03476563	43.65838	67.4638	1.469056e-08	1.469056e-08	1.124397	0.2111856
29.9	3.202305	67.83925	0.4980469	44.39319	67.83925	1.469056e-08	1.469056e-08	1.130654	0.2224615
29.91	3.202	68.22166	-0.03734375	45.12604	68.22165	1.469056e-08	1.469056e-08	1.137028	0.2338007
29.92	3.202211	68.59912	0.504375	45.84948	68.59911	1.469056e-08	1.469056e-08	1.143319	0.2452033
29.93	3.202242	68.94751	-0.03734375	46.57001	68.94751	1.469056e-08	1.469056e-08	1.149125	0.2566672
29.94	3.201883	69.21772	0.503125	47.27458	69.21772	1.469056e-08	1.469056e-08	1.153629	0.2681827
29.95	3.202211	69.34555	-0.0321875	47.95859	69.34555	1.469056e-08	1.469056e-08	1.155759	0.279733
29.96	3.202328	69.23067	0.5064844	48.59616	69.23067	1.469056e-08	1.469056e-08	1.153845	0.2912842
29.97	3.20193	68.77573	-0.03460937	49.16894	68.77573	1.469056e-08	1.469056e-08	1.146262	0.3027901
29.98	3.202227	67.8464	0.5150781	49.63582	67.8464	1.469056e-08	1.469056e-08	1.130773	0.3141798
29.99	3.202297	66.35086	-0.03570313	49.96943	66.35086	1.469056e-08	1.469056e-08	1.105848	0.3253695
30	3.201891	64.16885	0.5111719	50.12104	64.16885	1.469056e-08	1.469056e-08	1.069481	0.3362504
30.01	3.20207	61.26545	-0.0328125	50.06771	61.26545	1.469056e-08	1.469056e-08	1.021091	0.3467089
30.02	3.202258	57.58284	0.50875	49.76918	57.58284	1.469056e-08	1.469056e-08	0.9597139	0.3566146
30.03	3.202203	53.17223	-0.03570313	49.2231	53.17223	1.469056e-08	1.469056e-08	0.8862038	0.3658465
30.04	3.201992	48.0533	0.5057031	48.41308	48.0533	1.469056e-08	1.469056e-08	0.8008884	0.3742789
30.05	3.202031	42.34919	-0.038125	47.36568	42.34919	1.469056e-08	1.469056e-08	0.7058198	0.3818097
30.06	3.202367	36.12833	0.5029687	46.09209	36.12833	1.469056e-08	1.469056e-08	0.6021388	0.3883411
30.07	3.202274	29.5372	-0.0490625	44.64121	29.5372	1.469056e-08	1.469056e-08	0.4922866	0.3938059
30.08	3.202086	22.64579	0.5008594	43.0402	22.64579	1.469056e-08	1.469056e-08	0.3774298	0.3981416
30.09	3.202156	15.58001	-0.0509375	41.34228	15.58001	1.469056e-08	1.469056e-08	0.2596668	0.4013162
30.1	3.202359	8.386632	0.49125	39.57144	8.386632	1.469056e-08	1.469056e-08	0.1397772	0.4032977
30.11	3.202031	1.164002	-0.05257813	37.76791	1.164003	1.469056e-08	0.02499999	0.01940004	0.4040805	#* EXPI 
30.12	3.202227	-6.047527	0.4971875	35.93985	-6.047527	1.469056e-08	1.469056e-08	-0.1007921	0.4036559
30.13	3.202359	-13.15106	-0.05273438	34.10965	-13.15106	1.469056e-08	1.469056e-08	-0.2191843	0.4020411
30.14	3.201961	-20.07634	0.4952344	32.27178	-20.07634	1.469056e-08	1.469056e-08	-0.3346057	0.3992526
30.15	3.202391	-26.70231	-0.04859375	30.44053	-26.70231	1.469056e-08	1.469056e-08	-0.4450385	0.3953374
30.16	3.048586	-32.91532	0.4985156	28.61	-32.91532	1.469056e-08	1.469056e-08	-0.5485887	0.390348
30.17	3.123961	-38.58057	-0.05203125	26.80069	-38.58057	1.469056e-08	1.469056e-08	-0.6430095	0.3843712
30.18	3.053359	-43.57328	0.4958594	25.0186	-43.57328	1.469056e-08	1.469056e-08	-0.7262212	0.377503
30.19	3.201758	-47.79249	-0.04328125	23.29659	-47.79249	1.469056e-08	1.469056e-08	-0.7965415	0.3698705
30.2	3.202086	-51.16157	0.5014844	21.65307	-51.16157	1.469056e-08	1.469056e-08	-0.8526928	0.3616039
30.21	3.202242	-53.66236	-0.04390625	20.12645	-53.66236	1.469056e-08	1.469056e-08	-0.8943727	0.3528525
30.22	3.202344	-55.30964	0.4989062	18.73597	-55.30964	1.469056e-08	1.469056e-08	-0.9218274	0.3437555
30.23	3.202133	-56.1805	-0.04320312	17.51148	-56.18049	1.469056e-08	1.469056e-08	-0.9363416	0.3344536
30.24	3.202203	-56.37473	0.4979688	16.45908	-56.37473	1.469056e-08	1.469056e-08	-0.9395789	0.3250643
30.25	3.202274	-56.02911	-0.04296875	15.58967	-56.0291	1.469056e-08	1.469056e-08	-0.9338184	0.3156921
30.26	3.202375	-55.27826	0.5025781	14.89001	-55.27825	1.469056e-08	1.469056e-08	-0.9213043	0.3064129
