Interval=	0.001 s
ExcelDateTime=	4.5847400977275240e+004	09/07/2025 9:37:24.43658
TimeFormat=	StartOfBlock
DateFormat=	
ChannelTitle=	PushSWE	Flow	EMG	Pressure	VolumeResp
Range=	10.000 V	500.0 mV	100.00 mV	100.00 mV	1.00 L/s.s
UnitName=	*	L/min	*	cmH2O	*
TopValue=	*	138.18	*	3526.16	*
BottomValue=	*	-135.94	*	-3491.39	*
0.203	2.343906	-12.65578	0.2039063	14.01493	-0.01814344
0.204	2.324688	-12.83158	-0.0375	13.9601	-0.0183562
0.205	2.397188	-13.00339	-0.2375	13.87787	-0.01857186
0.206	2.630313	-13.17131	-0.3914063	13.87787	-0.01879033
0.207	2.518047	-13.33789	-0.4929688	13.9601	-0.0190116
0.208	2.311563	-13.49981	-0.5375	13.93269	-0.01923558
0.209	2.361328	-13.66228	-0.5070313	13.90528	-0.01946228
0.21	2.545156	-13.82005	-0.3929688	13.90528	-0.01969163
0.211	3.197891	-13.97834	-0.2679688	13.87787	-0.01992361
0.212	3.199609	-14.13368	-0.1007813	13.87787	-0.0201582
0.213	3.199844	-14.28839	0.1164063	13.93269	-0.02039538
0.214	3.200312	-14.44119	0.3429688	13.82304	-0.02063511
0.215	3.200547	-14.5918	0.5382813	13.76822	-0.02087737
0.216	3.200156	-14.74338	0.6820313	13.68598	-0.02112215
0.217	3.200391	-14.89352	0.78125	13.76822	-0.02136943
0.218	3.200469	-15.04536	0.8351563	13.7408	-0.02161924
0.219	3.200391	-15.1918	0.8070313	13.60374	-0.02187153
0.22	3.200312	-15.33605	0.7117188	13.54892	-0.02212623
0.221	3.200859	-15.4756	0.5859375	13.60374	-0.02238329
0.222	3.200547	-15.61378	0.428125	13.54892	-0.02264265
0.223	3.200547	-15.74987	0.2132813	13.65857	-0.02290431
0.224	3.200781	-15.88301	-0.02265625	13.68598	-0.02316819
0.225	3.200391	-16.01455	-0.2320313	13.63115	-0.02343429
0.226	3.200469	-16.1418	-0.4007813	13.46668	-0.02370253
0.227	3.200391	-16.26846	-0.4890625	13.35703	-0.02397288
0.228	3.201016	-16.39031	-0.5242188	13.32962	-0.02424529
0.229	3.200625	-16.51106	-0.503125	13.32962	-0.02451972
0.23	3.200781	-16.62774	-0.384375	13.32962	-0.02479613
0.231	3.200469	-16.74225	-0.2554688	13.35703	-0.02507445
0.232	3.200703	-16.85387	-0.0953125	13.32962	-0.02535466
0.233	3.200469	-16.96228	0.1085938	13.38444	-0.02563669
0.234	3.200391	-17.06829	0.3367188	13.43927	-0.0259205
0.235	3.200781	-17.16974	0.5453125	13.32962	-0.02620603
0.236	3.200703	-17.27062	0.7015625	13.32962	-0.02649325
0.237	3.200547	-17.36879	0.7976563	13.32962	-0.02678212
0.238	3.200781	-17.46674	0.8382813	13.35703	-0.02707262
0.239	3.200703	-17.56009	0.8203125	13.19256	-0.02736471
0.24	3.200703	-17.64902	0.7289063	13.24738	-0.02765831
0.241	3.200703	-17.73344	0.6015625	13.27479	-0.02795335
0.242	3.200859	-17.8148	0.4289063	13.27479	-0.02824975
0.243	3.200938	-17.89471	0.221875	13.19256	-0.0285475
0.244	3.200625	-17.97135	-0.02109375	13.24738	-0.02884655
0.245	3.200703	-18.04683	-0.2335938	13.19256	-0.02914686
0.246	3.200469	-18.1188	-0.403125	13.0555	-0.02944839
0.247	3.200859	-18.18981	-0.496875	12.89102	-0.02975112
0.248	3.200781	-18.25816	-0.5226563	12.94585	-0.03005499
0.249	3.200469	-18.32507	-0.4921875	13.13773	-0.03035999
0.25	3.200859	-18.39005	-0.39375	13.11032	-0.03066609
0.251	3.200859	-18.45304	-0.2609375	13.0555	-0.03097325
0.252	3.200469	-18.51489	-0.09453125	13.16515	-0.03128145
0.253	3.200547	-18.57435	0.1140625	13.19256	-0.03159065
0.254	3.200625	-18.63276	0.3359375	13.08291	-0.03190084
0.255	3.200703	-18.68798	0.546875	13.11032	-0.03221196
0.256	3.200547	-18.74253	0.7101563	13.02808	-0.032524
0.257	3.200469	-18.79629	0.7992188	13.0555	-0.03283693
0.258	3.200859	-18.85015	0.8328125	13.00067	-0.03315076
0.259	3.200625	-18.9018	0.8140625	12.94585	-0.03346548
0.26	3.200781	-18.9494	0.7304688	12.91843	-0.03378101
0.261	3.200625	-18.99361	0.5867188	13.0555	-0.0340973
0.262	3.200781	-19.035	0.43125	12.89102	-0.03441429
0.263	3.200938	-19.07577	0.2179688	12.8362	-0.03473197
0.264	3.200859	-19.11447	-0.01171875	12.80879	-0.0350503
0.265	3.200469	-19.15213	-0.2367188	12.78137	-0.03536927
0.266	3.200859	-19.18787	-0.403125	12.6169	-0.03568884
0.267	3.200781	-19.22259	-0.4867188	12.53466	-0.036009
0.268	3.200781	-19.25608	-0.5210938	12.6169	-0.03632973
0.269	3.200859	-19.28834	-0.4921875	12.56207	-0.036651
0.27	3.200703	-19.31977	-0.3992188	12.64431	-0.03697281
0.271	3.200625	-19.34976	-0.2710938	12.75396	-0.03729511
0.272	3.200781	-19.37928	-0.09375	12.72655	-0.03761792
0.273	3.200781	-19.40738	0.121875	12.78137	-0.0379412
0.274	3.200938	-19.43478	0.3429688	12.86361	-0.03826494
0.275	3.200625	-19.46053	0.5390625	12.72655	-0.03858913
0.276	3.200391	-19.48545	0.7039063	12.6169	-0.03891373
0.277	3.200469	-19.51015	0.7859375	12.64431	-0.03923874
0.278	3.200547	-19.53493	0.8265625	12.56207	-0.03956417
0.279	3.200625	-19.55897	0.8164063	12.64431	-0.03989001
0.28	3.200859	-19.58048	0.7382813	12.72655	-0.04021622
0.281	3.200703	-19.59979	0.5984375	12.72655	-0.04054276
0.282	3.200234	-19.61714	0.4375	12.56207	-0.04086961
0.283	3.200703	-19.63397	0.2210938	12.47984	-0.04119674
